Project,StationName,StationCode,Latitude,Longitude,TripCode,SampleTime_UTC,SampleTime_Local,Year_Local,Month_Local,Day_Local,Time_Local24hr,SampleDepth_m,CTDSST_degC,CTDChlaSurf_mgm3,CTDSalinity_psu,Method,Acanthodinium,Acanthoica,Acanthostomella,Achnanthes,Actiniscus,Actinocyclus,Actinomonas,Actinoptychus,Akashiwo,Alexandrium,Algirosphaera,Alisphaera,Amoeba,Amphidinium,Amphidoma,Amphiprora,Amphisolenia,Amphora,Amphorides,Anabaena,Apedinella,Ascampbelliella,Asterionellopsis,Asteromphalus,Attheya,Azpeitia,Bacillaria,Bacteriastrum,Bellerochea,Bicosta,Biddulphia,Blepharocysta,Braarudosphaera,Brachidinium,Calcidiscus,Calciopappus,Calciosolenia,Calliacantha ,Calycomonas,Calyptrolithophora,Campylodiscus,Cerataulina,Ceratocorys,Ceratoperidinium,Chaetoceros,Chamaesiphon,Chrysochromulina,Cladopyxis,Climacocylis,Climacodium,Coccolithus,Cocconeis,Cochlodinium,Codonella,Codonellopsis,Corethron,Coronosphaera,Corythodinium,Coscinodiscus,Cyclophora,Cyclotella,Cylindrotheca,Cymatocylis,Cymatosira,Cymbella,Cymbomonas,Cyttarocylis,Dactyliosolen,Dadayiella,Detonula,Dictyocha,Dictyocysta,Dinobryon,Dinophysis,Diploneis,Diplopsalis,Dissodinium,Distephanus,Ditylum,Ebria,Emiliania,Entomoneis,Ephemera,Epiplocylis,Epiplocyloides,Erythropsidinium,Eucampia,Euglena,Eunotia,Eutintinnus,Eutreptiella,Favella,Florisphaera,Fragilaria,Fragilariopsis,Gephyrocapsa,Goniodoma,Gonyaulacida,Gonyaulax,Gossleriella,Grammatophora,Guinardia,Gymnodinium,Gyrodinium,Gyrosigma,Halosphaera,Haslea,Helicosphaera,Helicostomella,Helicotheca,Hemiaulus,Hemidiscus,Hemiselmis,Heterocapsa,Heterosigma,Karenia,Karlodinium,Katodinium,Kofoidinium,Laboea,Lauderia,Lepidodinium,Leptocylindrus,Leucocryptos,Levanderina,Licmophora,Lingulodinium,Lioloma,Lithodesmium,Lyngbya,Lyrella,Manguinea,Mastogloia,Melosira,Membraneis,Meringosphaera,Merismopedia,Mesodinium,Mesoporos,Meuniera,Michaelsarsia,Minidiscus,Minutocellus,Nanoneis,Navicula,Nematodinium,Neogloboquadrina,Neostreptotheca,Nephroselmis,Nitzschia,Noctiluca,Nodularia,Ochromonas,Octactis,Odontella,Oolithotus,Ophiaster,Ormosella,Ornithocercus,Oxyphysis,Oxyrrhis,Oxytoxum,Palaeophalacroma,Palmerina,Paralia,Parundella,Parvicorbicula,Peridiniella,Peridinium,Petasaria,Phaeocystis,Phalacroma,Plagioselmis,Plagiotropis,Planktoniella,Pleurasiga,Pleurosigma,Podolampas,Polykrikos,Porosira,Proboscia,Pronoctiluca,Proplectella,Prorocentrum,Protoceratium,Protoperidinium,Protorhabdonella,Prymnesium,Pseliodinium,Pseudanabaena,Pseudo-nitzschia,Pseudosolenia,Pterosperma,Ptychodiscus,Pyramimonas,Pyrocystis,Pyrophacus,Reticulofenestra,Rhabdonella,Rhabdonema,Rhaphoneis,Rhizosolenia,Rhodomonas,Roperia,Rotalia,Salpingella,Scrippsiella,Shionodiscus,Skeletonema,Spatulodinium,Steenstrupiella,Stellarima,Stephanopyxis,Striatella,Strombidium,Surirella,Synedra,Synedropsis,Syracosphaera,Takayama,Teleaulax,Telonema,Tetraselmis,Thalassionema,Thalassiosira,Thalassiothrix,Tintinnidium,Tintinnopsis,Torodinium,Toxarium,Triadinium,Triceratium,Trichodesmium,Trichotoxon,Trigonium,Tripos,Tripos (gametes),Tropidoneis,Tryblionella,Undella,Vorticella,Warnowia,Xystonella,Xystonellopsis
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150812,2015-08-12T04:00:00Z,2015-08-12 04:00:00,2015,8,12,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93800,0,0,0,0,0,0,0,0,539512.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614570.402,0,0,0,0,0,0,16540471.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205396.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16190.184,0,0,0,0,0,281160,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10598794.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15347.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127452.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150827,2015-08-27T04:00:00Z,2015-08-27 04:00:00,2015,8,27,04:00,28,,,,LM,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6450731.467,0,0,0,0,0,44000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83490.896,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10358689.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379158.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150911,2015-09-11T04:00:00Z,2015-09-11 04:00:00,2015,9,11,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1085926.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529931.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10678264.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48933.406,0,0,,0,0,23814,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8753839.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8461087.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20150926,2015-09-26T04:00:00Z,2015-09-26 04:00:00,2015,9,26,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16156150.173,0,0,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5511691.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7072875.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058556.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20151011,2015-10-11T04:00:00Z,2015-10-11 04:00:00,2015,10,11,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22882059.791,0,0,0,0,0,0,0,0,0,39134332.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548425.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20151026,2015-10-26T04:00:00Z,2015-10-26 04:00:00,2015,10,26,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2142564.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91000,0,0,0,0,0,0,0,0,523407.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10148290.743,0,0,0,0,0,0,32162027.625,0,23533650.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8691251.932,0,0,12855386.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70687.346,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10179543.281,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10269229.392,0,0,0,6418268.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69944875,0,64182683.7,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20151110,2015-11-10T04:00:00Z,2015-11-10 04:00:00,2015,11,10,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19410837.413,0,0,0,0,0,529600,0,0,0,0,0,0,0,0,761528.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12645294.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102964.041,0,0,0,0,0,79440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29953125.431,0,0,0,0,0,0,0,0,0,0,0,0,2710584.796,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89844447.456,0,0,0,0,3974368.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11611840.238,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20151125,2015-11-25T04:00:00Z,2015-11-25 04:00:00,2015,11,25,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91336493.267,0,0,0,0,0,2076600,0,0,0,0,0,0,0,0,2123027.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224260.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23603393.988,0,0,0,0,0,0,0,0,0,0,0,0,1062532.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93961186.992,0,0,0,0,3115857.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8560047.353,0,0,0,0,0,0,0,0,79783275,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20151210,2015-12-10T04:00:00Z,2015-12-10 04:00:00,2015,12,10,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,4656590.362,0,0,0,6251522.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18853728.787,0,0,0,0,0,386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188983.838,0,0,0,0,0,0,0,0,0,0,0,0,66661398.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77823.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,30128199.958,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,10029847.041,0,0,0,0,0,0,0,0,29088610.128,0,0,0,18180381.33,15453211.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11278569.899,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20151225,2015-12-25T04:00:00Z,2015-12-25 04:00:00,2015,12,25,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,1488661.271,0,0,0,4000326.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29097406.58,0,0,0,0,0,0,0,0,0,0,416365394.667,0,0,0,0,0,493800,0,0,0,0,0,0,0,0,0,1227628.652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43382812.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000.236,0,0,0,0,0,151782,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27929250.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18533046.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13091005.53,0,0,0,0,0,0,0,0,94848325,0,10822515.751,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20160109,2016-01-09T04:00:00Z,2016-01-09 04:00:00,2016,1,9,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,3937593.508,0,0,0,7926152.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118047430.797,0,0,0,0,0,0,0,0,0,0,1124274530.12,0,0,0,0,0,815800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28839796.2,0,0,0,0,6862469.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46134249.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,37367780.485,0,0,0,0,0,0,4699818.64,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,320311280.417,0,0,2674237018.512,0,0,0,23071836.96,4898920.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376165075,0,413156784.08,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20160124,2016-01-24T04:00:00Z,2016-01-24 04:00:00,2016,1,24,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,715847.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6480052.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15621556.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10059207.817,0,0,0,0,0,0,0,0,0,0,0,0,452446.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545735.097,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20160208,2016-02-08T04:00:00Z,2016-02-08 04:00:00,2016,2,8,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,1336658.58,0,0,0,2691717.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388335.867,0,0,0,,0,0,39159919.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5291157.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467074.919,0,0,0,,0,0,0,0,0,0,0,0,12588514.493,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7831983.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20160223,2016-02-23T04:00:00Z,2016-02-23 04:00:00,2016,2,23,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,3148434.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185507747.91,0,0,97200,0,0,0,0,0,0,0,0,0,2900944.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17176643.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33589.88,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,22151790.913,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63617197.5,0,0,0,0,0,0,0,5835478.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526812.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9405,142.3261,SOTS_RAS_PULSE_11_2015_20160309,2016-03-09T04:00:00Z,2016-03-09 04:00:00,2016,3,9,04:00,28,,,,LM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126531212.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226600,0,0,0,0,0,689819439.436,0,0,1981081.941,752096.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39188193.66,26578125,0,0,0,0,0,25094706.761,0,0,0,0,0,0,0,0,0,0,0,85407265.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26090.905,0,0,0,0,0,,0,0,0,0,0,0,0,3366622.092,0,0,0,,0,0,0,0,0,0,0,0,17080736.865,0,0,0,128082624.3,0,0,2177121.87,0,0,0,0,0,,0,,0,0,0,0,0,0,11776881.051,0,0,0,0,0,98829185.417,0,0,1203050527.688,0,0,0,0,2269352.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37360573.678,16212656.25,0,0,0,0,0,0,0,406295175,0,14126552.134,0,0,0,0,0,0,0,0
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9347,142.2566,SOTS_RAS_PULSE_7_2010_20100912,2010-09-12T03:00:00Z,2010-09-12 03:00:00,2010,9,12,03:00,31,,,,LM,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,,,0,0,,0,,0,151845.611,,0,0,0,0,0,,0,0,0,0,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,245044.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710092.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,91891.508,0,0,0,,0,0,0,0,101222.03,0,0,0,0,0,0,0,0,0,0,0,,0,0,2007400.612,,0,0,0,0,0,0,0,0,0,0,0,,0,0,16520051.015,0,0,,,156093.041,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,578052.56,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9347,142.2566,SOTS_RAS_PULSE_7_2010_20100921,2010-09-21T03:00:00Z,2010-09-21 03:00:00,2010,9,21,03:00,31,,,,LM,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,2898608.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,762359.173,0,0,0,0,0,0,,,0,0,,0,,0,149544.92,51731.515,0,190589.793,0,0,0,,0,0,0,0,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,490088.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1679600,0,0,0,0,,0,0,,0,0,0,183783.015,0,0,0,,0,0,0,0,109025.739,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,811122.933,0,0,0,0,0,3403389.167,0,0,0,0,0,,,156093.041,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,571769.38,1115156.25,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9347,142.2566,SOTS_RAS_PULSE_7_2010_20100930,2010-09-30T03:00:00Z,2010-09-30 03:00:00,2010,9,30,03:00,31,,,,LM,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,1466075.333,0,0,0,0,0,0,,,0,0,,116101.385,,0,28758.638,49741.842,0,0,0,0,0,,0,0,0,0,0,,,0,,0,0,,0,,0,0,35048.363,0,0,0,0,0,0,3534288.75,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,1423140.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,356963.164,0,0,0,,0,0,0,0,613665.624,0,0,0,0,0,0,0,0,0,16724254.365,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,238760.84,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,
SOTS,Southern Ocean Time Series - Remote Access Sampler,SOTS_RAS,-46.9347,142.2566,SOTS_RAS_PULSE_7_2010_20101009,2010-10-09T03:00:00Z,2010-10-09 03:00:00,2010,10,9,03:00,31,,,,LM,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,2463006.56,0,0,0,0,0,0,,,0,0,,0,,0,193258.05,,0,0,0,0,0,,0,0,0,0,0,,,0,,0,0,,0,,0,0,220615.016,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,0,1583361.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,3142633.008,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1008601.186,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,1055574.24,0,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,
